listing_id,source_platform,source_url,captured_at,raw_title,raw_description,MSRP_price,original_price,listed_price,stated_condition,seller_reputation,image_urls,notes
L026,eBay,https://www.ebay.com/itm/800633274460?itmmeta=01M23Y0BFDJ8BVK61TX8MCA7N7&hash=itemba6976405c:g:oYoAAeSwZU5qoKmH&itmprp=enc%3AAQALAAAAwDKQclQvzFwZQpmMrsO4LuoHgqYjg0%2BT2jjH0P6xnA%2FcElJ4pdXelkWyUPPpUhJjmN9vsuV0hoAB4mXB5GCnZPF8nMtEpl%2FSf4tAt7aYtiKdQ7%2F0eOAOf2kAv5%2BbUq7AwKupBe8TY4cLGMY52Wg1dRTXU11AGNJE%2BlmjkCvCMc0oDchzbTWbbsWHKIefQQWJj4yTw%2FmU6Sp6oXrCVVn6nKbOPqkdK0zfb%2FYsFcukLQn8kiQ0jqDQqGjL957RGBycEg%3D%3D%7Ctkp%3ABk9SR_y3gf6QaA,2026-09-09,Prada Women’s Burgundy Penny Loafers Size 38EU/ 7.5 Women’s Moccasins,"Condition
Pre-owned - Good: This item has been gently used but is in good condition. It might have a few signs ... Read moreabout the condition
Brand
PRADA
Department
Women
Type
Flat
US Shoe Size
7.5
Color
Red
Model
Penny
Style
Loafer
Upper Material
Patent Leather

The product is a pair of Prada Women’s Burgundy Penny Loafers in size 10. These stylish and elegant loafers are crafted from patent leather, featuring a classic red color that adds a pop of sophistication to any outfit. Perfect for a sleek and polished look, these loafers are a versatile addition to any woman's shoe collection.",,,95.00,Pre-Owned - Good,,https://i.ebayimg.com/images/g/oYoAAeSwZU5qoKmH/s-l1600.webp|https://i.ebayimg.com/images/g/qYQAAeSwibxqoKlz/s-l1600.webp|https://i.ebayimg.com/images/g/rFsAAeSwwyhqoKl8/s-l1600.webp|https://i.ebayimg.com/images/g/tbYAAeSwnzJqoKlz/s-l1600.webp|https://i.ebayimg.com/images/g/tOoAAeSwtuBqoKl3/s-l1600.webp|https://i.ebayimg.com/images/g/luUAAeSw3hBqoKl2/s-l1600.webp|https://i.ebayimg.com/images/g/QC0AAeSwDw1qoKl8/s-l1600.webp|https://i.ebayimg.com/images/g/gAAAAeSwv8BqoKmH/s-l1600.webp|,there is an entire sub category of pre-owned condition standards in addition to new standards
L027,eBay,https://www.ebay.com/itm/398371986304?itmmeta=01M23Y85MG3ZQ5YFBMB4WPEYDW&hash=item5cc0d21b80:g:OJAAAeSwTy1qn5~P&itmprp=enc%3AAQALAAAA4DKQclQvzFwZQpmMrsO4Lur7f8Zj26sWz33WgIDkLQDTBio9mB5k%2Fh1C7PuJ5oWISDS1SnsSZcS%2FO6xQipJzo%2FrUw3Riu6DgIODkBr2%2FTYTmIqRLvcAtvXg9uBugfOgjeKnDhbZC8e5kDjLxe7bvLkT9kjCZO9uLmUKHthjxnL2yDLPX8WlZRqJ75VyoSWE8aTtnD4lAozVWuU5vWfvTEMbVXEHIfgGiuvdZskpbzRkjjwMIaEoq%2BVflusKSzXtGuIleOq7hhCtQAXoY%2F56bvswYHZfrVTSNJPuP87hYeLpi%7Ctkp%3ABk9SR8DaoP6QaA,2026-09-09,Rachel comey archival black leather cage strap fisherman sandal heel women’s 7.5,"Condition
Pre-owned - Fair: This item has significantly visible imperfections and signs of use. All imperfections should be shown and described in the seller’s listing. See all condition definitionsopens in a new window or tab
US Shoe Size
7.5
Lining Material
Leather
Color
Black
Vintage
No
Brand
Rachel Comey
Personalize
No
Department
Women
Type
Heel
Customized
No
Heel Style
Block
Outsole Material
Leather
Style
Pump
Upper Material
Leather
Insole Material
Leather
Season
Summer, Spring, Fall, Winter

Rachel comey archival black leather cage strap fisherman sandal heel women’s 7.5

9.5” L
Run slightly small and narrow, closer to a 7
Entirely made of leather
Velcro closure
Some wear and scuffing-see all photos
Very rare 2000s archival design
Sold as is

#rachelcomey #maryjane #buckle #archival #leather",,,119.00,Pre-Owned - Fair,97.7%,https://i.ebayimg.com/images/g/OJAAAeSwTy1qn5~P/s-l1600.webp|https://i.ebayimg.com/images/g/SawAAeSwBX5qn5~R/s-l1600.webp|https://i.ebayimg.com/images/g/J5gAAeSw2FFqn5~R/s-l1600.webp|https://i.ebayimg.com/images/g/S4gAAeSwZoJqn5~R/s-l1600.webp|https://i.ebayimg.com/images/g/JRAAAeSwpZdqn5~R/s-l1600.webp|https://i.ebayimg.com/images/g/Jm0AAeSwdntqn5~T/s-l1600.webp|https://i.ebayimg.com/images/g/I3oAAeSwXHtqn5~S/s-l1600.webp|https://i.ebayimg.com/images/g/V2QAAeSwnz9qn5~T/s-l1600.webp|,"Pre-owned - Fair

This item has significantly visible imperfections and signs of use. All imperfections should be shown and described in the seller’s listing.

ebay has really indepth condition standard descriptions: https://www.ebay.com/help/selling/listings/creating-managing-listings/item-conditions-category?id=4765"
L028,Vestiaire Collective,https://www.vestiairecollective.com/women-shoes/flats/eugenia-kim/black-patent-leather-eugenia-kim-flats-70860497.shtml?personalized=1&sortBy=3&ts=1788986545747&_gl=1*6z4y11*_up*MQ..*_gs*MQ..&gclid=Cj0KCQjwh4TVBhCWARIsAG0czmoIp5CcozggY0W1egoZNxDcS0HqWMSDL5AUvmBO42NAWPjLPViehRkaAofYEALw_wcB&gbraid=0AAAAADSZTnIoQg9Q4JMMKoLV2zOdR3GwF#categoryParent=Shoes%233_gender=Women%231_localCountries=1,2026-09-09,Eugenia Kim Patent Leather flats,"Eugenia Kim “Matilda” Eelskin & Genuine Mink Fur Pointed Flats

Without Original Box

A rare footwear design from celebrated New York accessories designer Eugenia Kim, the Matilda flat combines exotic-textured eelskin with a plush genuine mink vamp for a striking mix of polish, softness and understated eccentricity.

The sleek upper is crafted from glossy black eelskin, displaying the naturally distinctive narrow-grained texture and subtle tonal variation characteristic of the material. Rather than appearing like conventional smooth patent leather, the surface has an organic, lightly segmented character with visible stitched panel construction.

Across the forefoot sits an oversized band of genuine mink fur in a sophisticated cool gray / taupe tone. The dense, exceptionally soft fur creates dramatic dimension while leaving the sharply tapered black toe exposed.

The silhouette remains elegant and wearable, featuring a long pointed toe, very low stacked heel and streamlined low-cut profile. A warm tan leather interior adds a refined contrast to the black exterior.

Details
Designer: Eugenia Kim
Model: Matilda
Original MSRP: $895
Condition: New Without Original Box
Women's Size: 39 EU — label
US Equivalent: 9 US Women's — Eugenia Kim size chart
Upper: Genuine black eelskin
Trim: Genuine mink fur
Fur Color: Cool gray / taupe
Interior: Tan leather
Toe: Pointed
Heel: Very low stacked heel
Outsole: Black leather with protective heel/toe contact sections
Made in Italy only if you want to include it after confirming the outsole stamp clearly states it

The dramatic combination of eelskin, genuine mink and a razor-clean pointed silhouette makes the Matilda feel more like a collectible Eugenia Kim fashion piece than a conventional flat.

Details
Online since:2026-09-09
Categories :Women
Category:Shoes
Sub-category:Flats
Designer:Eugenia Kim
Condition:Very good conditionMore info
Material:Patent leather
Colour:Black
Size:39 EUsize guide
Location:United States, from the seller _ToddOll
Reference:70860497",,503.00,210.00,Very Good,Professional,"https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/black-patent-leather-eugenia-kim-flats-70860497-1_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/black-patent-leather-eugenia-kim-flats-70860497-2_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/black-patent-leather-eugenia-kim-flats-70860497-3_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/black-patent-leather-eugenia-kim-flats-70860497-4_2.jpg",Professional sellers on vestiaire need to show proof of registered business 
L029,Vestiaire Collective,https://www.vestiairecollective.com/women-shoes/heels/dior/black-patent-leather-baby-d-dior-heels-70744414.shtml?_gl=1*1o5cs5l*_up*MQ..&gclid=Cj0KCQjwh4TVBhCWARIsAG0czmoIp5CcozggY0W1egoZNxDcS0HqWMSDL5AUvmBO42NAWPjLPViehRkaAofYEALw_wcB&gbraid=0AAAAADSZTnIoQg9Q4JMMKoLV2zOdR3GwF,2026-09-09,Dior Baby-d Patent leather heels Vintage,"Vintage Dior Monogram Charm Logo Quilted Patent Leather Pointy Toe Heels Black

Good vintage condition! Size 39.5 = US 9.5.

Details 
Online since:2026-09-07
Categories :Women
Category:Shoes
Sub-category:Heels
Designer:Dior
Model:Baby-D
Condition:Very good conditionMore info
Material:Patent leather
Colour:Black
Size:9.5 USsize guide
Style:Vintage
Location:United States, from the seller LK
Reference:70744414",,,317.00,Very Good,,"https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/black-patent-leather-baby-d-dior-heels-70744414-1_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/black-patent-leather-baby-d-dior-heels-70744414-2_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/black-patent-leather-baby-d-dior-heels-70744414-3_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/black-patent-leather-baby-d-dior-heels-70744414-4_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/black-patent-leather-baby-d-dior-heels-70744414-5_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/black-patent-leather-baby-d-dior-heels-70744414-6_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/black-patent-leather-baby-d-dior-heels-70744414-7_2.jpg",photos show wear on the soles of these shoes; this has a vintage label 
L030,Vestiaire Collective,https://www.vestiairecollective.com/women-shoes/trainers/nike/multicolour-fur-air-force-1-nike-trainers-69991629.shtml?_gl=1*1qm2shq*_up*MQ..&gclid=Cj0KCQjwh4TVBhCWARIsAG0czmoIp5CcozggY0W1egoZNxDcS0HqWMSDL5AUvmBO42NAWPjLPViehRkaAofYEALw_wcB&gbraid=0AAAAADSZTnIoQg9Q4JMMKoLV2zOdR3GwF,2026-09-09,Nike air force 1 trainers,"Nike Air Force 1 Shadow Colorblock Houndstooth Low Top Running Sneakers Shoes 10

Size: 10
Condition: Good

Details
Online since:2026-08-16
Categories :Women
Category:Shoes
Sub-category:Trainers
Designer:Nike
Model:Air Force 1
Condition:Very good conditionMore info
Material:Fur
Colour:Multicolour
Size:10 USsize guide
Location:United States, from the seller Brie
Reference:69991629",,64.00,48.00,Very Good,,"https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/multicolour-fur-air-force-1-nike-trainers-69991629-1_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/multicolour-fur-air-force-1-nike-trainers-69991629-2_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/multicolour-fur-air-force-1-nike-trainers-69991629-3_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/multicolour-fur-air-force-1-nike-trainers-69991629-4_2.jpg|https://images.vestiairecollective.com/images/resized/w=1024,q=75,f=auto,/produit/multicolour-fur-air-force-1-nike-trainers-69991629-5_2.jpg","the listing condition and then the condition shared in the details are different -- very good vs. good -- so vestiarie isn't policing discrepancies here

interesting that the photos are showing a very worn item but the official listed condition is very good

vestiaire's ""Very good"" condition is defined as = ""lightly used by very well maintained with no holes, pilling, or discoloration. slight wear from being used and/or has well-done alterations. no missing parts. note: we don't accept items with odors from smoke or prolonged storage"""
L031,The RealReal,https://www.therealreal.com/products/women/handbags/shoulder-bags/balenciaga-suede-motocross-city-metallic-edge-wfksf,2026-09-09,Balenciaga Suede Motocross City Metallic Edge,"Balenciaga Shoulder Bag
  From the Fall/Winter 2016 Collection by Demna Gvasalia
  Green Suede
  Gold-Tone Hardware
  Rolled Handles & Single Shoulder Strap
  Studded Accents & Single Exterior Pocket
  Canvas Lining & Three Interior Pockets
  Zip Closure at Top
  Includes Dust Bag
  Shoulder Strap Drop
 9.5""
 Handle Drop
 5""
 Height
 9""
 Width
 13.5""
 Depth
 3.5""
 Gender
 Women
 Item #
 BAL401651","4,590.00",,"1,545.00",Very Good,,https://product-images.therealreal.com/BAL401651_1_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/BAL401651_2_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/BAL401651_3_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/BAL401651_4_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/BAL401651_5_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/BAL401651_6_enlarged.jpg?auto=webp&width=1920,handbags have considerably more photos taken than clothing/shoes and more detailed descriptions
L032,The RealReal,https://www.therealreal.com/products/women/handbags/totes/chanel-mini-deauville-shopping-bag-wbvfq,2026-09-09,"Chanel

Mini Deauville Shopping Bag","Chanel Tote
From the 2012-2013 Collection by Karl Lagerfeld
Blue Denim
Graphic Print
Gold-Tone Hardware
Handles & Chain-Link Shoulder Straps
Canvas Lining & Three Interior Pockets
Snap Closure at Top

Shoulder Strap Drop
11""
Height
12""
Width
11.25""
Depth
3.75""
Gender
Women
Item #
CHA1492657","2,400.00",,"1,145.00",As Is,,https://product-images.therealreal.com/CHA1492657_1_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/CHA1492657_2_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/CHA1492657_3_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/CHA1492657_4_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/CHA1492657_5_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/CHA1492657_6_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/CHA1492657_7_enlarged.jpg?auto=webp&width=1920,"This item is in ""As Is"" condition, meaning it shows extensive sign(s) of wear and may require repair. This item is final saleHole at base; tearing at shoulder strap grommets; heavy discoloration, spotting and residue at interior; heavy tearing at trim; moderate discoloration at exterior; shape has relaxed due to wear; moderate scratches at hardware."
L033,The RealReal,https://www.therealreal.com/products/women/handbags/shoulder-bags/coach-leather-shoulder-bag-wf4ww,2026-09-09,"Coach

Leather Shoulder Bag","Coach Shoulder Bag
Black Leather
Gold-Tone Hardware
Handle & Single Adjustable Shoulder Strap
Single Exterior Pocket
Canvas Lining & Single Interior Pocket
Turn-Lock Closure at Front

Shoulder Strap Drop
19""
Height
8.75""
Width
12.5""
Depth
4""
Gender
Women
Item #
CCH134149",500.00,,155.00,Fair,,https://product-images.therealreal.com/CCH134149_1_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/CCH134149_2_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/CCH134149_3_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/CCH134149_4_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/CCH134149_5_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/CCH134149_6_enlarged.jpg?auto=webp&width=1920,fair = Heavy scuffs throughout; minor scratches throughout; minor discoloration throughout; minor residue at interior
L034,The RealReal,https://www.therealreal.com/products/women/handbags/shoulder-bags/strathberry-leather-shoulder-bag-w-tags-wfl8p,2026-09-09,Strathberry Leather Shoulder Bag w/ Tags,"Strathberry Shoulder Bag
Red Leather
Gold-Tone Hardware
Handle & Single Adjustable Shoulder Strap
Suede Lining
Drawstring Closure at Top
Includes Dust Bag

Shoulder Strap Drop
23""
Height
6""
Width
8.5""
Depth
3.5""
Gender
Women
Item #
STRAT23362",700.00,,485.00,Pristine,,https://product-images.therealreal.com/STRAT23362_1_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/STRAT23362_2_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/STRAT23362_3_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/STRAT23362_4_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/STRAT23362_5_enlarged.jpg?auto=webp&width=1920|https://product-images.therealreal.com/STRAT23362_6_enlarged.jpg?auto=webp&width=1920,"has a ""smart investment"" tag = indicates this piece has proven it holds its value over time; uses ""no-brainer"" language

pristine = No visible signs of wear"
L035,Poshmark,https://poshmark.com/listing/JW-Pei-Half-Moon-Bag-6a982c66c5c2ed273c76d74a,2026-09-09,JW Pei | Half Moon Bag,"Size
OS
Color
Black
Gray
Category
Women
Bags
Shoulder Bags
Brand
JW PEI
♡great condition
♡zipper is a little difficult, but works fine",,99.00,84.00,Great Condition,Posh Ambassador II,https://di2ponv0v5otw.cloudfront.net/posts/2026/09/02/6a982c66c5c2ed273c76d74a/l_wp_6a982c6924cc87d01df3a4d0.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/02/6a982c66c5c2ed273c76d74a/l_wp_6a982c6bb3acde77f5cf0a65.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/02/6a982c66c5c2ed273c76d74a/l_wp_6a982c6df00c55c9fa4d4967.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/02/6a982c66c5c2ed273c76d74a/l_wp_6a982c6f7625b135522ba875.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/02/6a982c66c5c2ed273c76d74a/l_wp_6a982c701b53feacc3fd3fdb.webp,condition only listed in the description by the seller themselves
L036,Poshmark,https://poshmark.com/listing/PRADA-Vintage-Tessuto-Quilted-Black-and-Gold-Nylon-Bag-6a9f53591ae1ad75e358b4d6,2026-09-09,PRADA Vintage Tessuto Quilted Black and Gold Nylon Bag,"Size
OS
Condition
Good
Color
Black
Gold
Category
Women
Bags
Crossbody Bags
Brand
Prada
Condition: Used (Very good) with minimal wear and scratches on the gold hardware..

Accessories: Clochette, Key, Padlock - Before purchasing, please refer to the images of the accessories included with the item We are open to offers! All the items in our closet are 100% authentic.

Size Approx:
H 5.51'' x W 9.84'' x D 4.72''",,,750.00,Good,Posh Ambassador,https://di2ponv0v5otw.cloudfront.net/posts/2026/09/07/6a9f53591ae1ad75e358b4d6/l_wp_6aa147d8adedd1c2a0e95548.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/07/6a9f53591ae1ad75e358b4d6/l_wp_6aa147d913a64705d7d5f6cf.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/07/6a9f53591ae1ad75e358b4d6/l_wp_6aa147d9970988488c7c9292.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/07/6a9f53591ae1ad75e358b4d6/l_wp_6aa147da31f0f6809ae76a0c.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/07/6a9f53591ae1ad75e358b4d6/l_wp_6aa147db221dcb692a72ba70.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/07/6a9f53591ae1ad75e358b4d6/l_wp_6aa147dc17a3c4429f377a86.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/07/6a9f53591ae1ad75e358b4d6/l_wp_6aa147ddde4883ce2b29e5c1.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/07/6a9f53591ae1ad75e358b4d6/l_wp_6aa147de70333fcc4a2adcbd.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/07/6a9f53591ae1ad75e358b4d6/l_wp_6aa147de8091ef2887536835.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/07/6a9f53591ae1ad75e358b4d6/l_wp_6aa147df24cc8719539f09f9.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/07/6a9f53591ae1ad75e358b4d6/l_wp_6aa147e083b26c3a4a1f780c.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/07/6a9f53591ae1ad75e358b4d6/l_wp_6aa147e07e297be071d25b4e.webp,
L037,Poshmark,https://poshmark.com/listing/Balenciaga-The-City-Bag-Black-Leather-6aa1cabc38e54271ee9ff942,2026-09-09,Balenciaga The City Bag Black Leather,"Size
OS
Condition
Like New
Color
Black
Category
Women
Bags
Shoulder Bags
Brand
Balenciaga
Style Tags
The City
Black
Balenciaga
Balenciaga The City Bag Black Leather Authentic Guaranteed Fast Shipping and Carefully Packaged Includes a Certificate of Authenticity COA",,"4,399.00","3,999.00",Like New,,https://di2ponv0v5otw.cloudfront.net/posts/2026/09/09/6aa1cabc38e54271ee9ff942/l_6aa1cabc38e54271ee9ff943.jpg|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/09/6aa1cabc38e54271ee9ff942/l_6aa1cabc38e54271ee9ff949.jpg|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/09/6aa1cabc38e54271ee9ff942/l_6aa1cabd38e54271ee9ff94a.jpg|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/09/6aa1cabc38e54271ee9ff942/l_6aa1cabd38e54271ee9ff94b.jpg|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/09/6aa1cabc38e54271ee9ff942/l_6aa1cabd38e54271ee9ff94c.jpg|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/09/6aa1cabc38e54271ee9ff942/l_6aa1cabe38e54271ee9ff94d.jpg|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/09/6aa1cabc38e54271ee9ff942/l_6aa1cabe38e54271ee9ff94e.jpg|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/09/6aa1cabc38e54271ee9ff942/l_6aa1cabe38e54271ee9ff94f.jpg|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/09/6aa1cabc38e54271ee9ff942/l_6aa1cabf38e54271ee9ff950.jpg,
L038,Poshmark,https://poshmark.com/listing/Coach-Metallic-Bronze-Edie-Shoulder-Bag-6aa19be1c6a0b35d2ac0866a,2026-09-09,Coach Metallic Bronze Edie Shoulder Bag,"Size
OS
Condition
Good
Color
Brown
Category
Women
Bags
Shoulder Bags
Brand
Coach
Soft slouchy shoulder bag with a luxe metallic finish. Gold-tone hardware and subtle Coach logo. Single shoulder strap for easy wear. Sleek, versatile silhouette for daily use.",275.00,,70.00,Good,,https://di2ponv0v5otw.cloudfront.net/posts/2026/09/09/6aa19be1c6a0b35d2ac0866a/l_wp_6aa19c0c4985e8bec889dc86.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/09/6aa19be1c6a0b35d2ac0866a/l_wp_6aa19c1d32f934918cacbf7a.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/09/6aa19be1c6a0b35d2ac0866a/l_wp_6aa19c0d221dcb6232290b31.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/09/6aa19be1c6a0b35d2ac0866a/l_wp_6aa19c28946da2c91ebd3322.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/09/6aa19be1c6a0b35d2ac0866a/l_wp_6aa19c0f41ae660e9dab0100.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/09/6aa19be1c6a0b35d2ac0866a/l_wp_6aa19c10571a7ebe4cd51bfe.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/09/6aa19be1c6a0b35d2ac0866a/l_wp_6aa19c3405ce5733e0d41ace.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/09/6aa19be1c6a0b35d2ac0866a/l_wp_6aa19c44da3eeb954f21d454.webp|https://di2ponv0v5otw.cloudfront.net/posts/2026/09/09/6aa19be1c6a0b35d2ac0866a/l_wp_6aa19c1228951ff0732162af.webp,
L039,eBay,https://www.ebay.com/itm/128066815177?itmmeta=01M240NWBWQQF68DE4TAG065Q5&hash=item1dd16084c9:g:5bQAAeSwFLNqnntQ&itmprp=enc%3AAQALAAAA4DKQclQvzFwZQpmMrsO4LuoQSOm%2FS%2FYtgJUOxBUpbvkgomagO0jTUWwz9SoAERIXCeBmKahORadq6ig%2FaF23QTs9xMAVwYNk0qVqg3ZIJYOuhViLFP1jLDanFqKEJADsyciD%2FKDxgGMdBmrJkLppmdK2D%2F6BT6DhP5nolRE1CwYJVReFKSS8HxG%2FtAzQHLGf41d1p%2FLdSYmwpuwEuBsxzIuyWLD3aSlfMZ34KAYK%2FLeOVkPFYpn122cQ%2FaAHl66O%2FWaShHA2zuaPx7Ld4NJ%2Buij4Bv%2FQNxahe2xIvuoVdzsr%7Ctkp%3ABk9SR67G14CRaA,2026-09-09,Auth LOUIS VUITTON Speedy 25 Monogram Handbag Monogram M41528 P-5161S809,"Condition
Pre-owned - Good
Seller Notes
“Outside BC: Rubbing scratches on nume leather, Rubbing scratches on piping, Dirts on nume leather, Wrinkles on nume leather, Rubbing scratches on the corner(s), Stains on nume leather, Dirts on handle, Wrinkles on handle, Rubbing scratches on handle, Peeling off (plating), Crack on nume leather, Stains on handle, Rubbing scratches on monogram canvas, Peeling on handle, Peeling on leather edge(s), Inside B: Rubbing scratches, Dirts, Thread fraying, Others: There is NO Padlock, Key and Dust bag.Only the accessory in the photo will be sent.”Read Lessabout the seller notes
Bag Width
10 in
Pattern
Monogram
Bag Height
7.5in
Product Name
Speedy 25
Hardware Color
Gold
MPN
Does not apply
Bag Depth
6 in
Model Number
M41528
Exterior Material
Monogram Canvas
Size (Mens)
Does not apply
Brand
Louis Vuitton
Line
Monogram
Department
Women
Type
Handbag
Exterior Color
Brown
Lining Color
Brown
Style
Handbag
Country of Origin
France
Product Line
Louis Vuitton Speedy
UPC
Does Not Apply


100% Authentic Item we provide! item is shipped from Japan!

***Pictures were taken from the actual item.***

***Please check the pictures carefully.***

 (Actual Colors may slightly differ depending on your PC monitor and lighting environment)

      
Outside BC:  Rubbing scratches on nume leather, Rubbing scratches on piping, Dirts on nume leather, Wrinkles on nume leather, Rubbing scratches on the corner(s), Stains on nume leather, Dirts on handle, Wrinkles on handle, Rubbing scratches on handle, Peeling off (plating), Crack on nume leather, Stains on handle, Rubbing scratches on monogram canvas, Peeling on handle, Peeling on leather edge(s), 

Inside BC:  Rubbing scratches, Dirts, Thread fraying, Peeling off Dirt on the Inside Pocket

No offensive Odor Noticed

Others: There is NO Padlock, Key and Dust bag.Only the accessory in the photo will be sent. 

Accessories:External company shoulder strap
Please note

*※ It is very difficult to cover all minor defects.**

**※ Please understand that senses of smell varies by person.Used items may have developed an unpleasant odor.**
**※ The photos sometimes don't show the actual color depending on your PC monitor and lighting environment..**
**※ The size is approximate.**
**※Shape should only be judged when the bag is in use.The shape of a bag cannot be accurately assessed while the bag is empty.**

Condition Rank

N --Brand New

S --Mint condition, Like new, but not perfect

A --Very Good condition, with tiny scratches or/and stains.

B --Good, some scratches,stains, and Used Feeling

C --Fair, has been used feeling obviously , but still acceptable

D --Poor, has damages, but still usable

J --Junk items",,"1,080.00",626.40,Pre-Owned - Good,100%,https://i.ebayimg.com/images/g/CqQAAeSwWg9qnntP/s-l1600.webp|https://i.ebayimg.com/images/g/5bQAAeSwFLNqnntQ/s-l1600.webp|https://i.ebayimg.com/images/g/GT4AAeSwZQNqnntR/s-l1600.webp|https://i.ebayimg.com/images/g/ChgAAeSwXm5qnntP/s-l1600.webp|https://i.ebayimg.com/images/g/L6wAAeSwL3VqnntP/s-l1600.webp|https://i.ebayimg.com/images/g/PzIAAeSwVsxqnntQ/s-l1600.webp|https://i.ebayimg.com/images/g/760AAeSwUxNqnntQ/s-l1600.webp|https://i.ebayimg.com/images/g/R64AAeSwUkpqnntQ/s-l1600.webp|https://i.ebayimg.com/images/g/9uMAAeSwLrNqnntQ/s-l1600.webp|https://i.ebayimg.com/images/g/fwYAAeSwj2JqnntQ/s-l1600.webp|https://i.ebayimg.com/images/g/vUcAAeSwm5VqnntQ/s-l1600.webp|https://i.ebayimg.com/images/g/TVAAAeSwpN5qnntP/s-l1600.webp|https://i.ebayimg.com/images/g/BWkAAeSwyIRqnntR/s-l1600.webp|https://i.ebayimg.com/images/g/-IUAAeSwZERqnntP/s-l1600.webphttps://i.ebayimg.com/images/g/1A0AAeSwNoNqnnt1/s-l1600.webp|https://i.ebayimg.com/images/g/OxYAAeSwLKFqnnuL/s-l1600.webp|,includes an authenticity gurantee on the listing
